label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,batch
5,27612.3291,4.11186,5.693468,7.071362,16.172018,-3.492492,-5.837572,-22.204447,70457.3291,6.348754,15.008456,19.540707,40.400642,-10.247003,-16.89375,-56.636191,11283.1401,4.095645,2.330927,3.063862,7.822201,-1.730674,-2.931998,-12.306776,11272.1956,3.87442,2.352245,3.083056,8.460243,-1.727362,-2.950976,-10.895902,2843.8446,2.572228,0.620654,1.000051,3.691873,-0.447711,-0.951504,-4.683312,2531.0423,2.41507,0.545876,0.983683,3.39452,-0.381406,-0.863608,-4.366931,15565.9609,4.193678,3.311066,4.324105,9.930553,-2.60415,-4.583652,-15.444087,16304.043,4.183476,3.477155,4.560965,10.698237,-2.721437,-5.119959,-15.056541,39452.9336,4.184503,8.821673,10.93128,19.256782,-5.687405,-8.84357,-31.544296,24134.4687,3.389837,5.320747,6.488881,14.589606,-3.426556,-5.219603,-17.823078,14382.3423,4.138609,2.958907,3.615157,7.482568,-2.218754,-3.348491,-9.281695,11519.0991,3.615034,2.360669,2.881643,5.800716,-1.848612,-2.715237,-7.253873,3995.0374,2.740658,0.844757,1.300428,2.958614,-0.572451,-1.009251,-3.491723,4029.7326,2.767508,0.856444,1.341847,3.37563,-0.554841,-0.976981,-3.536913,19403.9624,4.270634,4.028223,4.878557,9.774496,-3.300022,-5.2681,-12.755763,16844.1699,3.984893,3.522946,4.337386,8.624211,-2.827661,-4.576202,-10.799271,
5,63259.9355,5.111717,16.379291,23.441029,36.085787,-10.43827,-14.742089,-56.901779,152697.6699,6.669758,44.566424,68.443582,97.631302,-28.624174,-43.837689,-220.970428,30730.7236,6.256271,9.051769,13.326926,20.246169,-7.23311,-11.308603,-31.305782,30390.0855,5.939996,8.790277,12.695167,17.416505,-6.978167,-10.855628,-30.14133,5436.1584,3.231833,2.016627,4.662066,7.888142,-1.270084,-2.206363,-6.69473,4581.9385,2.915651,1.696402,3.897808,6.352667,-1.029082,-1.842882,-5.968535,39141.0401,6.203372,13.170669,21.982057,29.571629,-10.030288,-16.715276,-38.550215,40341.0717,6.091313,13.791356,23.410193,31.244705,-10.48672,-17.998444,-40.68026,99458.6816,5.913078,25.882139,34.907319,53.937622,-16.953483,-25.457778,-113.080779,69788.5371,5.40642,16.681158,21.91273,35.298007,-11.973276,-16.606783,-59.421651,45162.6372,7.372962,12.464308,16.845202,23.415965,-10.629685,-15.493003,-31.386277,34595.1,6.68882,9.565327,13.061078,18.284996,-8.172849,-11.919051,-24.072213,7740.1778,3.39488,2.662716,6.796198,9.697577,-1.764586,-2.815059,-5.947087,7745.9651,3.359497,2.604262,6.343458,9.07418,-1.711978,-2.716925,-5.851123,56981.3896,7.554894,17.882612,26.613153,33.129258,-15.275664,-24.997124,-45.491216,47509.1104,6.908451,15.005993,22.672524,28.358374,-12.513787,-20.004126,-37.674202,
6,17726.2051,2.104861,5.658526,8.987668,16.976676,-3.218941,-4.801921,-18.151002,48295.8106,2.768366,16.774358,28.038167,47.689633,-9.353539,-13.768733,-52.434592,7785.1933,2.288382,2.321051,3.697036,8.254198,-1.922367,-3.246397,-11.331428,8093.9019,2.271492,2.412583,3.753804,7.970944,-1.942449,-3.232024,-11.080595,2485.69,2.008082,0.881959,1.87053,4.284744,-0.660915,-1.214537,-4.621591,2258.7529,1.933989,0.799645,1.674629,4.082157,-0.592895,-1.130714,-4.419918,13545.0166,2.762024,4.336675,7.342993,12.375235,-3.364623,-5.817029,-16.32219,14215.1035,2.765761,4.641317,8.029667,14.461021,-3.675562,-6.358846,-17.378485,31606.4843,2.517169,9.316451,14.895053,23.933566,-5.226184,-7.512709,-26.844358,17293.3594,2.039693,5.141909,8.001545,13.538853,-2.967802,-4.285495,-14.208165,10418.3486,2.431134,3.192656,4.694234,7.449748,-2.327255,-3.515615,-9.096286,12847.7241,3.070654,3.499958,5.148498,8.616292,-2.719964,-4.160014,-9.159619,3454.6592,2.054536,1.188956,2.504092,4.901134,-0.854329,-1.412478,-4.000013,3187.1097,1.954061,1.094946,2.203941,4.219303,-0.799673,-1.286266,-3.862114,16079.458,2.848381,5.292722,8.892287,12.822984,-3.720048,-5.831997,-12.92362,16778.1802,3.0884,5.059052,8.073634,12.38834,-3.732581,-5.956925,-13.877575,
6,17599.9707,2.43527,5.003389,7.403144,13.792356,-3.062727,-4.742394,-17.570013,52230.7579,3.806394,17.162911,28.625138,44.018441,-9.471879,-13.637703,-47.302942,7553.3638,2.587904,2.166343,3.410414,7.593282,-1.747553,-3.168605,-10.138401,7938.0937,2.587038,2.25638,3.448435,7.188075,-1.787846,-2.928705,-9.252269,2637.167,2.263548,0.905636,2.019287,4.865638,-0.638704,-1.184422,-5.194657,2418.1863,2.192149,0.835832,1.882129,4.211578,-0.583761,-1.158801,-4.146357,13046.2627,3.071653,4.0788,6.88853,11.438451,-3.101135,-5.506856,-15.019022,13773.4477,3.094412,4.3688,7.407684,12.702269,-3.353424,-6.188132,-16.031131,33012.2569,3.077668,9.189452,14.043684,22.76112,-5.182927,-7.494784,-24.508768,18178.0898,2.418534,5.03269,7.740654,12.800544,-2.819391,-4.116437,-13.090047,9637.5283,2.591504,2.671686,3.910608,7.148555,-2.088363,-3.142651,-8.304226,11552.0293,2.99731,3.02485,4.560029,7.856106,-2.498609,-3.929151,-8.988184,3680.6335,2.3728,1.261685,2.67475,4.757199,-0.825239,-1.371883,-3.80468,3455.741,2.279537,1.172631,2.345573,4.229172,-0.769637,-1.292891,-4.006464,14596.377,2.863942,4.53926,7.412951,10.693008,-3.380834,-5.664758,-13.477806,14982.7055,3.008405,4.403054,6.996448,9.891683,-3.403053,-5.745686,-13.068479,
5,45827.0039,5.510769,9.983888,12.713849,23.408146,-6.588309,-9.547685,-37.902066,116565.9121,9.195965,27.651525,36.611703,59.333322,-18.975469,-29.029971,-109.084516,19511.6579,5.904975,4.7428,6.164497,11.274667,-3.616234,-5.778998,-17.739494,19535.9507,5.614692,4.697466,6.138428,11.394277,-3.565191,-5.710908,-16.488557,4227.4035,3.304388,1.195294,1.790643,4.331729,-0.772329,-1.533899,-6.084907,3699.7274,3.039261,1.032857,1.601726,4.372083,-0.65371,-1.236589,-4.963836,25731.9834,5.840856,6.964824,9.412757,16.914694,-5.210963,-8.892294,-22.714657,26675.5239,5.805292,7.218086,9.793357,17.343108,-5.327678,-9.425521,-26.598732,72414.2315,6.353782,16.177763,20.651006,35.92305,-11.039377,-16.165301,-57.780057,47421.6172,5.330185,10.046521,12.450049,21.241548,-7.315897,-10.208099,-36.268572,27170.6445,6.241006,6.394475,7.79978,12.421527,-5.134426,-7.42064,-16.56634,21260.2022,5.144872,5.103454,6.359564,9.655886,-4.146734,-6.010446,-13.169927,5928.5581,3.557556,1.628947,2.430208,4.602023,-1.00984,-1.758364,-4.905888,5935.8508,3.521368,1.635204,2.485331,4.318062,-0.976374,-1.620219,-3.954965,34796.1513,6.104507,9.064586,11.665315,18.751425,-7.469866,-12.104168,-25.215412,29626.4282,5.546011,7.793406,10.069959,15.666543,-6.274861,-9.971043,-20.840337,
5,51773.8095,4.254201,12.797094,18.474817,30.27722,-8.551478,-12.162665,-43.684365,125829.9902,5.621458,34.359375,53.50311,77.879809,-23.334553,-35.549938,-150.411834,22829.2085,4.839145,6.322548,10.502587,14.947712,-5.036457,-8.071805,-22.345044,22804.5845,4.650432,6.212173,10.344471,15.206371,-4.942067,-7.821794,-22.29984,4396.26,2.805273,1.563449,3.821938,6.7049,-0.988359,-1.753193,-5.877354,3749.3298,2.563625,1.332,3.355512,6.843473,-0.813332,-1.459547,-5.856862,29528.2505,4.865484,9.346822,16.977854,22.888498,-7.070052,-11.750114,-27.919535,30551.6983,4.828962,9.790973,18.27625,26.036709,-7.435332,-12.357889,-29.37546,80994.6582,4.898585,19.905564,26.768405,43.554306,-13.759246,-20.459885,-77.290781,55690.4551,4.406171,12.545858,16.324717,26.309884,-9.462377,-13.236661,-41.624689,32551.8169,5.465273,8.438867,11.411576,14.579001,-7.200787,-10.508311,-24.142109,25202.001,5.009047,6.594932,9.233889,12.02229,-5.588412,-8.215131,-18.752724,6216.0596,2.927381,2.108662,5.759592,8.288722,-1.33507,-2.131192,-4.502657,6158.8223,2.86444,2.050445,5.317747,8.045258,-1.281155,-2.014923,-4.263431,41462.0694,5.684929,12.14004,19.595377,24.867151,-10.30726,-16.522815,-31.655315,34751.3574,5.230666,10.215737,17.061212,20.500839,-8.51708,-13.243623,-27.005488,
6,12120.5625,1.748937,3.633003,5.887504,13.44825,-2.472137,-3.860178,-12.702923,34658.1425,2.273339,11.193341,18.861876,33.915754,-7.57132,-11.278276,-40.602436,4300.3013,1.715871,1.296618,2.204111,7.23688,-1.086477,-2.081404,-8.486287,4554.7397,1.722169,1.327826,2.293671,6.632479,-1.120785,-2.022317,-8.304945,1672.0545,1.682162,0.60948,1.347236,3.945848,-0.458875,-0.905569,-3.694397,1533.1162,1.634335,0.555362,1.342832,4.274893,-0.412187,-0.877935,-4.388968,7975.603,2.04504,2.56664,4.348303,9.137451,-1.897853,-3.460368,-12.429327,8503.1255,2.065604,2.734171,4.705079,9.972832,-2.048336,-3.808912,-13.06239,22374.6055,2.074421,6.371438,10.142241,18.816087,-4.185678,-6.155711,-21.901944,11832.7226,1.715154,3.431302,5.493503,11.285218,-2.267987,-3.372537,-12.552261,5799.5107,1.79863,1.610624,2.422798,5.392786,-1.36266,-2.092493,-6.177385,7278.7061,2.173748,1.93405,2.899971,5.772259,-1.529815,-2.353695,-5.951471,2276.0283,1.694333,0.804685,1.787634,3.8794,-0.574365,-1.030714,-3.092875,2130.9785,1.64085,0.731757,1.569622,3.502552,-0.53062,-0.936651,-2.852097,9368.9326,2.079597,2.913955,4.601561,8.147199,-2.143309,-3.699393,-8.602698,9513.1675,2.183647,2.808903,4.39946,7.74219,-2.06845,-3.548855,-8.636503,
6,16817.6357,2.469908,4.682509,7.092402,13.009156,-2.925106,-4.28785,-15.552042,47882.7168,3.656408,15.356015,24.950371,40.915162,-8.926332,-13.035873,-41.70225,6517.6826,2.42653,1.860136,2.904281,6.113321,-1.421598,-2.43694,-8.892608,6858.6465,2.419743,1.930182,3.092314,6.760051,-1.45231,-2.531947,-9.58295,2344.6435,2.1354,0.812274,1.851403,4.138604,-0.566682,-1.012361,-4.272597,2140.6871,2.048762,0.743504,1.753569,4.641559,-0.520008,-0.962303,-4.100232,11196.6006,2.85564,3.511052,5.858047,9.047317,-2.542191,-4.494453,-12.181433,11929.1132,2.886992,3.753998,6.557775,11.857381,-2.762217,-4.776912,-14.192826,30107.6641,2.977678,8.234361,12.571151,18.056047,-4.8434,-6.848035,-21.810569,16534.7558,2.344858,4.502976,6.824882,11.225714,-2.592422,-3.716544,-11.991226,8481.8301,2.511551,2.341364,3.442186,5.587737,-1.720202,-2.598711,-6.856309,10001.003,2.898304,2.638496,3.873594,6.802733,-2.017782,-3.169221,-6.849903,3263.635,2.216318,1.131932,2.52564,4.399078,-0.717295,-1.235605,-3.827263,3084.7864,2.143964,1.047725,2.226528,4.065736,-0.667645,-1.096052,-2.847515,12825.7793,2.783751,3.971326,6.371303,9.412012,-2.833344,-4.596172,-10.871686,12946.8066,2.893375,3.781359,5.938794,9.115904,-2.776581,-4.437474,-10.024456,
5,60178.6885,7.397358,14.994517,19.952102,27.779644,-8.97195,-12.921846,-53.47676,153940.9854,12.166979,42.106699,58.925697,83.110779,-26.471295,-40.263861,-194.220239,28949.9873,8.501209,7.920677,10.78897,16.436756,-6.165908,-9.812273,-26.865935,28850.3921,8.006524,7.748379,10.472038,16.425885,-6.027207,-9.356239,-27.080377,5533.1661,4.038039,1.859434,3.26429,5.814235,-1.150727,-2.042666,-7.107523,4785.5016,3.658345,1.582705,2.737134,5.734023,-0.939894,-1.718596,-5.118721,37152.5449,8.213848,11.594821,16.873981,23.862555,-8.789946,-14.775451,-34.543608,38360.3311,8.100666,12.106247,17.570613,25.512241,-9.110796,-15.237159,-38.554891,97712.5761,8.451362,24.510766,32.107919,49.177792,-15.525299,-22.738654,-86.187157,67509.2393,7.359987,15.48808,20.06592,29.487965,-10.773948,-15.625749,-48.207319,41673.0293,9.465997,11.055464,14.312066,20.858868,-9.119906,-13.54804,-27.514217,32113.5933,7.628844,8.67596,11.207539,16.625008,-7.144158,-10.564383,-23.479686,7919.2942,4.412715,2.4876,4.429297,6.111734,-1.571842,-2.473114,-5.132159,7929.548,4.417497,2.463613,4.343957,6.963315,-1.514206,-2.487917,-4.752182,52819.7939,9.172615,15.849461,21.795966,30.123269,-13.32384,-21.128043,-39.034741,44164.3803,8.142495,13.399626,18.762163,26.74417,-10.948366,-17.622198,-36.082604,
5,19223.166,2.187812,4.197258,6.722179,13.932247,-3.064544,-4.758879,-17.652498,46313.9707,2.704958,10.898227,17.209781,32.977327,-7.948042,-13.061505,-53.596106,7065.3418,2.176985,1.807276,3.441487,7.873424,-1.303686,-2.261977,-9.031637,7112.6875,2.126734,1.813248,3.398925,6.874336,-1.294084,-2.210237,-9.298631,1746.2375,1.710744,0.559318,1.327346,4.360316,-0.339153,-0.723946,-4.181188,1534.3298,1.634574,0.499088,1.280249,4.358473,-0.304354,-0.725092,-3.868729,9684.1933,2.256034,2.737497,5.485206,9.729624,-1.890864,-3.205218,-11.893494,10099.6729,2.25117,2.875992,5.916626,11.495676,-1.973992,-3.602017,-13.175044,27102.5801,2.299621,5.740125,8.403991,16.40017,-4.609565,-7.075872,-26.872989,16066.0762,1.970744,3.29611,4.629706,10.622953,-2.759929,-4.171043,-15.5501,8938.4443,2.224816,2.047614,3.500977,6.208665,-1.593921,-2.403117,-6.973138,7126.4946,2.138811,1.69982,2.936679,5.101475,-1.309849,-1.903316,-5.614437,2447.3652,1.748566,0.799225,1.84291,3.686131,-0.435127,-0.775991,-3.14678,2424.053,1.72905,0.779737,1.784541,4.347057,-0.426034,-0.749247,-2.869906,11861.3799,2.344553,2.95905,5.772304,9.300419,-2.218227,-3.554654,-9.42631,10335.105,2.269928,2.64682,5.02137,7.679136,-1.930802,-3.13437,-8.290285,
6,6078.1894,1.397414,1.883418,3.434517,9.955458,-1.522176,-2.501495,-10.479572,17912.9629,1.679235,5.728173,9.823886,21.380029,-4.793863,-7.615018,-26.899418,1681.5986,1.290092,0.551079,1.247292,4.615159,-0.505673,-1.092624,-6.240549,1814.499,1.297325,0.576862,1.232285,4.921622,-0.537343,-1.109274,-5.791783,838.1516,1.345963,0.351112,0.980639,3.948591,-0.26367,-0.636707,-4.053507,787.3189,1.331869,0.335348,0.954748,3.447219,-0.245521,-0.622873,-3.675908,3467.1508,1.467619,1.188494,2.527286,6.797532,-0.895363,-1.720391,-7.345568,3633.2607,1.465592,1.247226,2.855187,9.888817,-0.97399,-1.884,-9.075701,11960.2832,1.600382,3.438783,5.553882,13.775461,-2.607067,-4.048416,-14.929922,6215.2763,1.396213,1.854421,3.0924,8.05736,-1.407349,-2.210759,-9.981615,2005.1143,1.287116,0.604138,1.107685,3.695415,-0.578156,-1.00825,-4.201342,2795.7686,1.471898,0.789647,1.477736,4.107708,-0.641903,-1.076313,-3.701152,1163.8638,1.363822,0.452846,1.228632,2.810832,-0.32355,-0.617395,-2.684949,1044.4566,1.321348,0.401951,1.073949,2.854907,-0.298557,-0.585139,-2.310606,3672.7353,1.436849,1.141257,2.219124,5.478627,-0.929995,-1.532555,-4.695661,3783.7983,1.48781,1.162292,2.267496,4.795371,-0.884938,-1.525012,-4.748684,
6,15166.3095,2.462994,4.215953,6.37523,12.040393,-2.53503,-3.998593,-12.655171,43631.5547,3.534191,13.855815,22.645339,37.851423,-8.282822,-12.132813,-40.24469,5666.687,2.323971,1.603599,2.702617,5.991487,-1.18804,-2.025157,-7.548183,5995.729,2.310802,1.663173,2.618009,5.70889,-1.238502,-2.065803,-8.256073,2107.9564,2.053484,0.729744,1.684214,4.419189,-0.506526,-0.98854,-4.810292,1940.0074,1.977324,0.686578,1.604559,3.888903,-0.458039,-0.90792,-4.46275,9783.7773,2.749253,3.027564,5.333707,9.571401,-2.115545,-3.888751,-11.941715,10474.1377,2.775091,3.227263,5.780794,10.396188,-2.30402,-3.984418,-12.360217,27866.0918,2.939795,7.481114,11.214122,17.600617,-4.441926,-6.30536,-19.783391,15167.2461,2.298014,4.129541,6.325907,10.195432,-2.336196,-3.441535,-11.643124,7507.1621,2.455752,2.029573,2.841373,5.361838,-1.482301,-2.211263,-5.470016,8727.3028,2.878311,2.257207,3.345077,5.533779,-1.670745,-2.556419,-7.464554,2960.0928,2.138734,1.023617,2.294365,4.097631,-0.635427,-1.129613,-3.066304,2750.2857,2.047692,0.949447,2.046082,4.393498,-0.592387,-1.032916,-3.458609,11386.5888,2.761685,3.404308,5.535657,8.179841,-2.333934,-3.820707,-7.852091,11246.1172,2.853029,3.222314,5.16144,7.89397,-2.252248,-3.774421,-9.123187,
5,50086.7881,6.479128,11.049729,14.358127,28.137428,-7.095289,-10.74269,-35.932889,122083.666,10.249525,29.999016,39.885957,67.061389,-19.77749,-29.578353,-130.070764,21040.8638,6.698139,5.202072,6.8473,12.261295,-4.085472,-6.563528,-19.203146,21087.2461,6.344966,5.139867,6.905015,12.58634,-3.99477,-6.272413,-17.904426,4461.6638,3.470363,1.306935,1.993268,4.836739,-0.849389,-1.512235,-5.341606,3882.5159,3.181965,1.113718,1.810839,4.957416,-0.708657,-1.348455,-4.944483,27492.7763,6.587294,7.542607,10.374203,17.840443,-5.747722,-9.66999,-25.329912,28608.6455,6.552879,7.791259,10.763595,18.799745,-6.068257,-10.241629,-28.975767,76127.3789,7.032757,17.325829,21.94919,33.679011,-11.527921,-17.019929,-73.101749,50552.4121,5.937167,10.799997,13.543074,23.115638,-7.730216,-11.220178,-37.131791,29185.5113,7.305986,6.961932,8.577099,13.951993,-5.706947,-8.20901,-18.055149,22655.7354,6.06289,5.470224,6.880695,10.442808,-4.533189,-6.448058,-13.478906,6255.1437,3.75101,1.771606,2.78837,5.105295,-1.112867,-1.773884,-4.99781,6294.4014,3.777255,1.779431,2.78432,4.726004,-1.080079,-1.705189,-4.035183,37133.77,7.140633,9.734756,12.722473,17.532212,-8.163796,-13.037267,-26.567991,31500.8233,6.485517,8.351818,11.016353,16.686979,-6.758377,-10.741045,-22.198053,
5,59618.0283,4.687394,15.270451,21.91794,32.252874,-9.879799,-14.05485,-53.700353,140436.8125,6.165629,39.255544,59.06909,79.970175,-25.958363,-39.214269,-175.488039,26516.5659,5.44592,7.629658,11.918943,16.576661,-6.059343,-9.524775,-25.733825,26290.8066,5.169922,7.44809,11.541644,16.789306,-5.910134,-9.381508,-24.263995,4842.1323,2.940207,1.795117,4.322095,7.348704,-1.128937,-2.026346,-5.952246,4122.6441,2.707539,1.509713,3.73437,6.423025,-0.927875,-1.583122,-5.902132,33801.8291,5.402991,11.203671,19.643937,27.63588,-8.446235,-13.907104,-33.363882,34934.8378,5.345229,11.636727,21.202663,28.401715,-8.856903,-14.201963,-36.432359,89837.7364,5.34416,22.73685,30.55494,49.038368,-15.293129,-22.209363,-85.403176,62273.165,4.809576,14.573866,18.891354,28.493294,-10.665857,-14.846921,-47.277068,38134.0283,6.272747,10.253217,13.924991,19.752657,-8.753575,-12.79614,-27.33246,29323.5591,5.741706,7.924263,10.814601,13.896464,-6.757097,-9.882156,-20.234833,6882.8271,3.102274,2.407462,6.40158,8.937172,-1.536931,-2.532148,-5.722222,6875.3223,3.067619,2.340758,5.976921,8.483137,-1.486845,-2.294224,-4.618099,48093.2881,6.475212,14.648432,22.947946,28.317552,-12.509504,-20.009984,-41.901013,40358.437,5.978998,12.407592,19.531598,23.180774,-10.272893,-16.651257,-33.326006,
6,11737.6777,1.732457,3.522204,5.542349,13.042197,-2.417658,-3.727285,-13.527815,33044.1641,2.215349,10.477221,16.788183,30.45241,-7.359934,-10.702348,-39.542707,3927.0039,1.650742,1.173422,2.055338,6.986408,-0.999625,-1.810376,-7.101857,4143.1109,1.652191,1.22905,2.308969,7.460083,-1.016128,-1.948246,-7.328155,1555.1382,1.628628,0.560189,1.304661,3.761381,-0.427119,-0.917034,-4.183319,1439.1641,1.594721,0.516566,1.203609,3.594777,-0.390532,-0.808533,-3.948124,7325.0166,1.951372,2.35195,3.991359,8.374954,-1.762515,-3.290585,-10.135396,7691.3198,1.950312,2.492932,4.495386,9.403502,-1.895873,-3.440202,-11.884769,21168.5156,2.014167,5.986522,9.402905,19.376228,-4.066069,-5.993194,-20.810566,11223.3633,1.676587,3.253054,4.980266,11.518515,-2.190185,-3.213285,-12.659686,5254.6767,1.724619,1.47681,2.18721,5.154504,-1.236496,-1.971854,-5.788065,6643.6757,2.074672,1.749113,2.638549,5.482689,-1.380209,-2.223495,-5.912189,2149.7439,1.653232,0.749097,1.716174,3.574878,-0.540509,-0.932867,-3.616708,1966.8689,1.586949,0.680928,1.43799,3.248074,-0.500316,-0.877562,-3.081942,8573.0079,1.986395,2.624752,4.205357,7.849148,-1.974912,-3.275446,-7.456979,8694.0723,2.083874,2.530854,3.98878,7.404994,-1.885218,-3.071085,-8.183175,
6,12070.291,2.066698,3.251322,5.169248,10.649658,-2.241178,-3.335752,-11.221365,36247.7109,3.016782,11.125199,17.64155,28.250542,-7.353669,-10.925959,-34.778403,4187.9619,1.926466,1.204286,2.13864,5.794333,-0.925283,-1.736651,-7.965063,4377.8467,1.915821,1.251548,2.06171,5.792797,-0.945228,-1.620384,-6.541508,1716.8594,1.835993,0.616139,1.540177,4.516308,-0.429379,-0.835639,-3.974252,1607.4704,1.79728,0.581268,1.442167,3.854463,-0.390439,-0.782899,-3.972402,7486.4311,2.266279,2.317031,4.109558,9.076339,-1.668087,-2.7828,-8.940747,7837.5937,2.25745,2.496585,4.549107,9.107797,-1.7756,-3.144227,-11.079239,22667.0674,2.497659,6.002597,9.129251,15.682657,-3.857045,-5.587858,-17.62415,12295.1426,2.002663,3.31176,5.117852,9.193147,-2.004774,-3.003155,-10.579771,5240.272,1.954899,1.419568,2.083764,4.796086,-1.093431,-1.681883,-5.053135,6274.2803,2.224562,1.66386,2.606211,5.595948,-1.274852,-1.885162,-5.075238,2421.2715,1.914031,0.853538,2.007223,3.966511,-0.530678,-0.892492,-3.307457,2264.9971,1.845292,0.78829,1.74626,3.752133,-0.49871,-0.828467,-2.834556,8140.6108,2.160121,2.44544,3.970454,6.974903,-1.782959,-2.7903,-6.974091,8147.8657,2.223341,2.343794,3.835038,6.67158,-1.73097,-2.628585,-6.546058,
5,68055.6523,8.735695,16.1538,21.827456,33.648385,-10.499235,-15.285926,-63.072281,158432.1054,13.068097,43.740733,61.350063,83.569816,-26.925123,-41.310931,-196.555691,30144.6887,9.208956,8.305157,11.343351,18.13282,-6.422648,-9.959255,-28.024725,29914.451,8.647267,8.117845,11.165701,18.710059,-6.288529,-9.857893,-26.552375,5670.7587,4.118258,1.928157,3.284492,6.707623,-1.167596,-2.04708,-7.148926,4868.7362,3.697787,1.636591,2.837652,5.684606,-0.958698,-1.722219,-5.803839,38506.2588,8.878797,12.227429,18.063899,25.254872,-8.995576,-15.367407,-35.563371,39714.8657,8.767575,12.691698,18.557062,26.636449,-9.379086,-16.242208,-37.484988,100498.4541,9.068718,25.356145,33.127214,49.190122,-15.88186,-23.53049,-87.695096,69642.8985,7.866591,16.076772,20.687731,30.054329,-11.003979,-15.32048,-53.123599,43159.9971,10.504557,11.545188,14.98588,20.645762,-9.432696,-13.603257,-31.204583,33281.4942,8.599094,8.988953,11.832381,15.294611,-7.324617,-10.645416,-22.621659,8109.3843,4.568044,2.589091,4.645068,6.689101,-1.594533,-2.603638,-5.298994,8142.748,4.568087,2.56539,4.544595,6.539596,-1.548109,-2.396446,-5.409324,54491.3657,10.256783,16.431593,23.017185,31.312439,-13.436657,-22.021597,-43.046454,45875.4668,9.154141,13.951804,19.738042,25.178726,-11.119714,-17.804539,-36.393319,
5,40924.9961,3.489955,9.7056,14.668203,22.966519,-6.87918,-11.967091,-37.123134,96518.873,4.541989,24.607531,40.499212,56.649951,-17.445105,-26.383274,-95.392402,16324.1387,3.709571,4.247302,8.007284,12.428779,-3.312808,-5.486985,-17.139497,16287.919,3.56802,4.186307,7.884996,12.318952,-3.272674,-5.162409,-16.133108,3368.0666,2.358957,1.189985,3.079242,5.248549,-0.721328,-1.3597,-5.596552,2919.5244,2.20634,1.03504,2.665871,6.026367,-0.607162,-1.140303,-4.629413,21317.2129,3.777494,6.445046,12.849255,19.507216,-4.667343,-7.787662,-21.78876,22073.354,3.740446,6.78225,14.034528,19.182998,-4.876653,-8.460758,-21.336479,61209.3125,3.937723,13.692425,19.017831,28.221792,-10.203674,-15.265687,-55.349836,40110.7226,3.415346,8.41378,11.369205,18.658545,-6.831376,-9.440879,-29.447086,22212.2138,4.060197,5.177494,8.223364,11.176276,-4.466972,-6.522908,-14.360964,17337.2085,3.793066,4.16061,6.850202,9.809437,-3.505938,-5.022474,-13.240283,4696.0224,2.42808,1.644749,4.396913,6.798161,-0.951673,-1.561312,-3.966674,4707.9676,2.410553,1.61192,4.10725,6.489908,-0.912748,-1.464307,-3.789371,28189.5625,4.226725,7.541968,14.379363,18.926569,-6.296595,-9.758518,-22.777517,24082.7216,3.983618,6.579269,12.429271,17.037345,-5.279387,-8.237022,-17.030205,
6,17328.8946,2.073202,5.31708,8.594419,17.237863,-3.332121,-5.628958,-17.884136,44186.748,2.632173,14.934082,25.023414,41.685512,-8.807678,-12.857626,-48.392522,6547.8858,2.08776,1.956539,3.187961,7.814057,-1.657835,-2.886133,-11.450299,6873.7251,2.085971,2.038286,3.227871,7.661028,-1.6724,-2.915027,-10.712015,2207.1447,1.890545,0.802049,1.737797,4.76396,-0.601324,-1.090592,-4.657787,2025.9158,1.835975,0.726256,1.595438,4.51755,-0.542649,-1.028444,-5.003473,11593.6899,2.510382,3.773953,6.403628,12.630414,-2.887458,-5.004727,-13.705513,12187.2763,2.515266,4.021685,6.973911,11.658118,-3.121994,-5.255307,-16.224052,28967.5664,2.404484,8.367727,13.167012,21.850046,-4.915691,-7.239219,-26.750324,15697.7325,1.961973,4.607556,7.344147,13.724575,-2.742336,-3.96304,-13.669389,8782.7915,2.218452,2.650254,3.892915,6.673053,-2.004581,-3.024775,-7.203806,10868.2998,2.779166,2.942411,4.414369,7.191209,-2.305758,-3.568942,-8.583059,3042.8525,1.923729,1.088617,2.35118,4.207752,-0.775133,-1.282791,-3.718085,2806.7181,1.8399,0.995454,2.001758,4.086267,-0.718232,-1.166835,-3.460113,13683.0683,2.578373,4.535844,7.388507,11.080438,-3.226063,-5.241922,-11.815053,14206.0112,2.781693,4.300397,6.851222,9.628544,-3.183021,-5.005546,-11.176272,
